Observation Date,Expiration Date,Mean,Std,Skewness,Kurtosis,5% Quantile,25% Quantile,Median,75% Quantile,95% Quantile,T Return,T-1 Return,T-2 Return,T-3 Return,T-4 Return,Fear and Greed Index,VIX
2022/12/30,2022/12/31,16263.97273,415.4486686,-7.954928059,216.7993113,16070,16416.8,16563,16655.1,16762.3,-0.003926414,-0.001563734,0.00519338,-0.009565934,-0.012670816,28,21.67
2023/5/13,2023/5/14,26486.87726,658.4106626,-6.721018577,193.1113901,26041.2,26370.6,26782.2,27113.7,27507.1,0.005302017,-0.000736602,-0.023096514,-0.001069042,9.44E-05,48,17.03
2022/11/9,2022/11/10,278.8384681,2516.318062,9.194606769,82.13490212,15350.1,15636.5,15975.4,16430.7,19118.2,0.100211568,-0.006651091,-0.008793615,0.010522902,0.01451491,29,26.09
2023/2/21,2023/2/22,24597.86658,1345.321097,6.448948323,61.3719545,23690,24094,24369,24685,25799.2,-0.011101317,-0.015825264,0.023230285,-0.014730846,0.002519415,60,22.87
2023/6/16,2023/6/17,25684.09722,1536.750408,-6.002489684,53.7329852,25058.6,26082.3,26306.6,26499.8,26766.2,0.006507156,0.028745138,0.018526726,-0.031557849,0.001121154,47,13.54
2022/4/28,2022/4/29,40231.30085,5868.919604,7.011556427,51.85225161,37572.7,38848.5,39601.7,40360.9,58608.3,-0.02925883,0.012822768,0.029041308,-0.058928873,0.000216246,24,29.99
2024/1/16,2024/1/17,42100.48629,2357.515464,-5.593591617,46.19626712,39583.7,42104.7,42705.3,43196.1,43887.5,-0.008423585,0.014637902,0.018488611,-0.026382129,0.00152422,64,13.84
2022/6/17,2022/6/18,21145.39089,1897.410151,5.446893748,45.97001055,19492.1,20514.3,20980.8,21401.2,23790.1,-0.076001836,0.00330315,-0.101630178,0.020005529,-0.015731833,9,31.13
2021/12/19,2021/12/20,46829.00376,3072.860116,-5.629427851,44.91923114,43639.9,46623,47339.4,47959.7,49028,0.004977392,-0.003277527,0.015130173,-0.032023271,-0.025548202,29,21.57
2023/6/20,2023/6/21,27974.69006,1398.441908,-5.467941788,43.69461306,26103,27829.7,28219.6,28571.3,29005.8,0.057849597,0.053088726,0.018967813,-0.006698102,0.006507156,49,13.88
2024/4/9,2024/4/10,66373.82899,3653.27113,-5.185265142,42.80116875,62781.1,65707.5,66898.4,67983.3,69587.3,0.021250063,0.024107423,-0.003849316,0.018690091,-0.007428938,80,14.98
2022/10/22,2022/10/23,19139.38603,404.7286124,-5.260240735,41.97993479,18580.8,19100.9,19211.7,19307.6,19448.4,0.018881405,0.00208399,0.006409961,-0.004299657,-0.010583326,20,29.69
2023/1/29,2023/1/30,23268.6879,1173.290465,5.420518285,41.39589091,23006.1,23325.6,23576,23870.2,24943.1,-0.039351459,0.030781925,-0.002237035,0.002799684,-0.002226584,55,18.51
2021/12/22,2021/12/23,48590.66585,2930.899429,-4.66943345,38.15150921,45774.3,48051.2,48891,49726,51414,0.045280159,-0.006190542,0.041250873,0.004977392,-0.003277527,45,18.63
2023/5/16,2023/5/17,26401.24183,1180.298469,5.040599513,35.65244865,26419.4,26662.2,26846.6,27059,28273.3,0.013658322,-0.004734677,0.009043001,0.005302017,-0.000736602,54,17.99
2021/5/29,2021/5/30,35402.95391,3096.227685,4.65032607,33.90920405,32944.2,34145,34984.5,35883.2,40573.7,0.029501721,-0.030124961,-0.077309163,-0.018308669,0.02365019,18,16.76
2023/1/24,2023/1/25,22742.01691,1034.3346,4.575270106,33.50258305,21457.7,22296.1,22567.6,22878.8,24310.6,0.018736119,-0.012450835,0.009142992,-0.003326784,0.005119398,52,19.2
2021/12/10,2021/12/11,47468.13957,4176.145917,-4.494714666,31.17297213,43482.9,46801.3,48008.7,49165.6,51389.6,0.046614419,-0.008555688,-0.014394269,0.008715658,0.045614037,24,18.69
2021/1/26,2021/1/27,32980.82327,2146.318726,4.062344232,29.43124044,30914.7,31961.3,32656.6,33443.4,35939.9,-0.066919404,0.006599638,-0.000176706,0.005654536,-0.026674228,71,23.02
2023/8/28,2023/8/29,25652.35653,463.8590986,-4.075115261,28.71329252,24999,25548,25735.9,25889.1,26098,0.059320827,0.000698176,-0.001637564,-0.004595715,-0.009604966,39,15.08
2022/5/27,2022/5/28,28650.59984,2114.338509,-4.003148716,28.20366054,25273.3,28489.5,28950.7,29349.8,31902,0.013927458,-0.019766808,-0.011603116,-0.003798525,0.018564025,12,25.72
2022/4/26,2022/4/27,38548.95413,2002.838625,4.064239274,28.066692,36588.3,37614.4,38259.3,38949.4,41698.6,0.029041308,-0.058928873,0.000216246,-0.006761298,-0.019225877,27,33.52
